Subject,date,Session Distance (mi),Session Active Time (min),Session Load,Session Top Speed (ft/s),Session Peak Accel (m/s/s),Session Peak Decel (m/s/s),Sprints Count,Sprints Max TopSpeed (ft/s),Sprints Avg TopSpeed (ft/s),Sprints Distance (yrd),Sprints Volume,Explosiveness Count,Explosiveness Mean Accel (m/s/s),SpeedZones (Duration) 2m/s (min),SpeedZones (Duration) 3m/s (min),SpeedZones (Duration) 4m/s (min),SpeedZones (Duration) 5m/s (min),SpeedZones (Duration) 6m/s (min),SpeedZones (Duration) 7m/s (min),SpeedZones (Duration) 8m/s (min),SpeedZones (Duration) 9m/s (min),SpeedZones (Distance) 2m/s (mi),SpeedZones (Distance) 3m/s (mi),SpeedZones (Distance) 4m/s (mi),SpeedZones (Distance) 5m/s (mi),SpeedZones (Distance) 6m/s (mi),SpeedZones (Distance) 7m/s (mi),SpeedZones (Distance) 8m/s (mi),SpeedZones (Distance) 9m/s (mi),SpeedBands (Duration) Band1 (min),SpeedBands (Duration) Band2 (min),SpeedBands (Duration) Band3 (min),SpeedBands (Duration) Band4 (min),SpeedBands (Duration) Band5 (min),SpeedBands (Distance) Band1 (mi),SpeedBands (Distance) Band2 (mi),SpeedBands (Distance) Band3 (mi),SpeedBands (Distance) Band4 (mi),SpeedBands (Distance) Band5 (mi),SpeedBands Personal (Duration) Personal Band (Duration) (min),SpeedBands Personal (Distance) Personal Band (Distance) (mi),Accel/Decel Zones Decel -1m/s/s,Accel/Decel Zones Decel -2m/s/s,Accel/Decel Zones Decel -3m/s/s,Accel/Decel Zones Decel -4m/s/s,Accel/Decel Zones Decel -5m/s/s,Accel/Decel Zones Accel 1m/s/s,Accel/Decel Zones Accel 2m/s/s,Accel/Decel Zones Accel 3m/s/s,Accel/Decel Zones Accel 4m/s/s,Accel/Decel Zones Accel 5m/s/s
7,2024-02-22,0.22,1.68,19.3,21.14,4.06,3.3,2,21.14,20.37,145,132.6,2,2.8,0.44,0.22,0.09,0.25,0.09,0.0,0.0,0.0,0.04,0.03,0.01,0.05,0.02,0.0,0.0,0.0,1.03,0.31,0.34,0.0,0.0,0.07,0.04,0.07,0.0,0.0,0.3,0.073,7,3,1,0,0,11,1,1,1,0
7,2024-02-23,0.13,1.88,0.5,14.15,2.92,2.6,0,0.0,0.0,0,0.0,0,0.0,0.06,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.07,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,6,2,0,0,0
8,2023-01-18,1.34,13.59,18.1,16.92,3.53,5.09,0,0.0,0.0,0,0.0,0,0.0,3.28,1.35,0.48,0.03,0.0,0.0,0.0,0.0,0.28,0.14,0.08,0.0,0.0,0.0,0.0,0.0,11.73,1.83,0.03,0.0,0.0,0.62,0.22,0.0,0.0,0.0,0.0,0.005,27,2,0,0,0,20,2,2,0,0
8,2023-04-03,0.01,0.0,0.0,2.09,0.72,0.69,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
8,2023-09-11,2.96,31.33,221.1,33.15,3.13,3.46,11,33.15,22.76,855,787.0,11,1.4,7.16,2.31,0.94,0.58,0.69,0.24,0.13,0.12,0.65,0.28,0.15,0.12,0.17,0.07,0.04,0.04,26.35,3.24,1.27,0.36,0.1,1.57,0.44,0.29,0.1,0.03,1.8,0.433,132,31,4,0,0,161,33,2,0,0
8,2024-02-07,2.69,27.74,71.4,22.84,4.6,5.37,7,22.84,19.8,235,218.1,7,3.1,5.76,4.88,1.47,0.45,0.04,0.0,0.0,0.0,0.52,0.62,0.24,0.09,0.01,0.0,0.0,0.0,20.69,6.35,0.48,0.0,0.0,1.2,0.86,0.09,0.0,0.0,0.5,0.094,107,61,15,4,1,99,60,21,5,0
8,2024-02-08,2.36,23.38,14.7,16.78,3.92,4.53,0,0.0,0.0,0,0.0,0,0.0,5.63,1.19,0.21,0.01,0.0,0.0,0.0,0.0,0.41,0.14,0.03,0.0,0.0,0.0,0.0,0.0,21.81,1.4,0.01,0.0,0.0,0.94,0.18,0.0,0.0,0.0,0.0,0.0,118,34,6,1,0,119,40,9,0,0
8,2024-02-15,2.93,32.46,34.8,18.36,4.88,4.36,2,18.36,18.17,26,24.6,2,4.3,8.44,3.6,0.47,0.05,0.0,0.0,0.0,0.0,0.78,0.44,0.08,0.01,0.0,0.0,0.0,0.0,28.35,4.07,0.05,0.0,0.0,1.72,0.52,0.01,0.0,0.0,0.1,0.011,115,31,15,6,0,104,55,27,6,0
8,2024-02-16,2.72,33.73,43.1,21.0,4.22,5.92,7,21.0,18.8,178,166.8,7,2.3,5.38,2.27,0.83,0.29,0.04,0.0,0.0,0.0,0.48,0.28,0.14,0.05,0.01,0.0,0.0,0.0,30.23,3.1,0.33,0.0,0.0,1.57,0.42,0.06,0.0,0.0,0.3,0.063,186,42,12,4,1,164,58,24,2,0
8,2024-02-21,2.04,21.41,28.9,18.62,3.96,4.77,1,18.62,18.62,17,16.0,1,2.4,6.33,2.77,0.49,0.05,0.0,0.0,0.0,0.0,0.57,0.35,0.08,0.01,0.0,0.0,0.0,0.0,18.05,3.26,0.05,0.0,0.0,1.12,0.43,0.01,0.0,0.0,0.1,0.01,89,30,10,4,0,88,45,15,0,0
8,2024-02-22,0.07,0.99,0.0,6.11,1.24,1.12,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
8,2024-02-23,0.25,3.13,1.1,16.25,1.97,6.0,0,0.0,0.0,0,0.0,0,0.0,0.31,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.04,0.01,0.0,0.0,0.14,0.01,0.0,0.0,0.0,0.0,0.0,17,0,0,0,0,10,0,0,0,0
8,2024-02-26,0.32,3.45,0.8,12.16,2.13,2.26,0,0.0,0.0,0,0.0,0,0.0,0.31,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.0,0.0,0.0,3.37,0.08,0.0,0.0,0.0,0.17,0.01,0.01,0.0,0.0,0.0,0.006,11,2,0,0,0,11,1,0,0,0
9,2023-01-23,0.01,0.0,0.0,0.99,0.33,0.3,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
9,2023-01-25,1.35,7.52,333.3,48.36,2.44,2.7,9,31.9,21.98,444,413.7,9,1.3,0.47,1.01,1.18,1.01,0.56,0.37,0.22,0.31,0.05,0.12,0.2,0.22,0.13,0.1,0.07,0.11,2.74,2.19,1.57,0.59,0.11,0.17,0.32,0.35,0.17,0.04,2.6,0.715,15,2,0,0,0,11,2,0,0,0
9,2023-02-06,2.53,23.75,85.8,18.3,3.49,4.2,9,18.3,17.63,297,274.2,8,2.4,6.97,3.95,2.67,0.51,0.0,0.0,0.0,0.0,0.66,0.49,0.45,0.1,0.0,0.0,0.0,0.0,16.56,6.62,0.51,0.0,0.0,1.13,0.94,0.1,0.0,0.0,0.5,0.098,79,18,10,1,0,72,31,9,0,0
9,2023-02-08,2.31,24.95,43.2,19.49,4.01,3.52,4,19.49,18.76,148,136.9,3,3.3,7.58,2.76,0.83,0.26,0.0,0.0,0.0,0.0,0.7,0.34,0.13,0.05,0.0,0.0,0.0,0.0,20.82,3.58,0.26,0.0,0.0,1.33,0.47,0.05,0.0,0.0,0.3,0.052,149,41,3,0,0,121,47,6,1,0
9,2023-02-13,2.36,22.0,52.0,17.64,3.15,3.33,3,17.64,17.58,100,94.4,3,2.7,7.48,4.95,1.06,0.12,0.0,0.0,0.0,0.0,0.68,0.62,0.17,0.02,0.0,0.0,0.0,0.0,15.76,6.0,0.12,0.0,0.0,0.98,0.79,0.02,0.0,0.0,0.1,0.022,91,17,3,0,0,91,23,1,0,0
9,2023-02-15,3.37,36.73,62.8,19.3,3.63,4.14,1,19.3,19.3,55,51.1,1,3.3,12.05,6.47,1.22,0.03,0.0,0.0,0.0,0.0,1.0,0.78,0.2,0.0,0.0,0.0,0.0,0.0,28.97,7.69,0.03,0.0,0.0,1.69,0.98,0.0,0.0,0.0,0.0,0.004,199,49,17,2,0,193,60,9,0,0
9,2023-02-17,1.84,19.38,35.1,17.52,3.48,3.21,0,0.0,0.0,0,0.0,0,0.0,5.32,2.9,0.98,0.03,0.0,0.0,0.0,0.0,0.5,0.36,0.16,0.01,0.0,0.0,0.0,0.0,15.38,3.87,0.03,0.0,0.0,0.99,0.52,0.01,0.0,0.0,0.0,0.005,103,22,4,0,0,69,37,4,0,0
9,2023-02-20,0.94,9.44,12.0,15.78,3.31,3.63,0,0.0,0.0,0,0.0,0,0.0,3.28,0.99,0.26,0.0,0.0,0.0,0.0,0.0,0.26,0.12,0.04,0.0,0.0,0.0,0.0,0.0,8.1,1.25,0.0,0.0,0.0,0.43,0.17,0.0,0.0,0.0,0.0,0.0,40,14,3,0,0,43,16,1,0,0
9,2023-02-22,2.69,29.62,43.7,19.47,3.41,4.17,2,19.47,18.74,61,57.7,2,3.3,9.13,3.83,0.76,0.13,0.0,0.0,0.0,0.0,0.77,0.48,0.11,0.02,0.0,0.0,0.0,0.0,24.85,4.58,0.13,0.0,0.0,1.42,0.6,0.02,0.0,0.0,0.1,0.025,168,43,8,1,0,138,50,10,0,0
9,2023-02-24,2.79,29.41,62.9,18.29,3.27,3.51,8,18.29,17.58,229,210.8,8,2.4,7.63,4.64,1.32,0.34,0.0,0.0,0.0,0.0,0.71,0.58,0.22,0.06,0.0,0.0,0.0,0.0,22.99,5.96,0.34,0.0,0.0,1.43,0.81,0.06,0.0,0.0,0.3,0.064,126,38,3,0,0,119,37,4,0,0
9,2023-03-13,1.8,16.04,63.3,20.31,4.31,4.08,4,18.17,17.78,134,124.6,4,1.8,4.31,4.25,2.0,0.2,0.0,0.0,0.0,0.0,0.4,0.53,0.33,0.04,0.0,0.0,0.0,0.0,9.59,6.24,0.21,0.0,0.0,0.66,0.86,0.04,0.0,0.0,0.2,0.04,82,23,1,0,0,62,25,5,1,0
9,2023-03-27,2.8,29.08,72.4,18.97,3.59,3.53,8,18.97,17.72,329,303.4,8,2.0,8.4,4.36,1.48,0.54,0.0,0.0,0.0,0.0,0.78,0.54,0.25,0.11,0.0,0.0,0.0,0.0,22.7,5.84,0.54,0.0,0.0,1.45,0.79,0.11,0.0,0.0,0.5,0.105,136,49,7,0,0,108,58,16,0,0
9,2023-03-31,1.85,21.1,32.0,20.04,4.04,3.6,4,20.04,19.1,160,147.7,4,3.6,5.75,1.73,0.24,0.34,0.02,0.0,0.0,0.0,0.52,0.21,0.04,0.07,0.01,0.0,0.0,0.0,18.67,1.97,0.36,0.0,0.0,1.14,0.25,0.07,0.0,0.0,0.4,0.073,122,40,4,0,0,110,48,8,1,0
9,2023-04-03,2.59,28.02,42.1,16.7,3.5,3.36,0,0.0,0.0,0,0.0,0,0.0,8.17,5.21,0.57,0.0,0.0,0.0,0.0,0.0,0.76,0.65,0.09,0.0,0.0,0.0,0.0,0.0,22.12,5.78,0.0,0.0,0.0,1.43,0.74,0.0,0.0,0.0,0.0,0.001,155,59,10,0,0,145,76,5,0,0
9,2023-04-13,1.64,16.92,38.9,18.37,3.33,4.0,4,18.37,17.93,120,110.9,4,1.7,4.94,2.06,0.99,0.24,0.0,0.0,0.0,0.0,0.47,0.25,0.17,0.04,0.0,0.0,0.0,0.0,13.62,3.05,0.24,0.0,0.0,0.87,0.42,0.04,0.0,0.0,0.2,0.045,91,33,5,1,0,69,38,3,0,0
10,2023-01-18,3.11,32.09,75.1,20.34,3.88,4.82,6,20.34,18.43,376,344.7,6,3.4,12.14,5.03,1.09,0.57,0.01,0.0,0.0,0.0,1.12,0.63,0.18,0.11,0.0,0.0,0.0,0.0,25.24,6.12,0.58,0.0,0.0,1.77,0.82,0.12,0.0,0.0,0.6,0.118,99,24,3,2,0,97,38,7,0,0
10,2023-01-20,2.26,20.92,68.2,23.73,4.33,4.98,9,23.73,19.84,245,229.3,8,3.5,6.94,3.36,0.92,0.29,0.21,0.03,0.0,0.0,0.64,0.42,0.15,0.06,0.05,0.01,0.0,0.0,16.07,4.28,0.5,0.03,0.0,1.1,0.57,0.11,0.01,0.0,0.5,0.115,74,26,10,1,0,84,30,15,3,0
10,2023-01-23,2.4,20.11,119.8,21.08,4.12,4.22,16,21.08,19.56,887,818.4,13,3.0,5.88,2.83,1.69,1.58,0.19,0.0,0.0,0.0,0.56,0.34,0.29,0.32,0.05,0.0,0.0,0.0,13.68,4.52,1.78,0.0,0.0,0.93,0.63,0.37,0.0,0.0,1.8,0.366,71,27,4,1,0,67,45,8,1,0
10,2023-01-25,0.0,0.0,0.0,2.09,0.85,0.19,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
10,2023-01-27,1.65,15.93,42.5,20.17,4.14,4.8,7,20.17,18.74,115,108.2,7,2.4,3.66,2.72,1.1,0.22,0.01,0.0,0.0,0.0,0.33,0.35,0.18,0.04,0.0,0.0,0.0,0.0,11.84,3.81,0.23,0.0,0.0,0.72,0.52,0.04,0.0,0.0,0.2,0.044,80,56,7,1,0,103,55,7,1,0
10,2023-01-30,2.38,24.89,71.6,21.11,3.56,5.58,5,21.11,19.67,162,152.7,4,1.9,6.3,4.03,1.88,0.36,0.05,0.0,0.0,0.0,0.53,0.52,0.3,0.07,0.01,0.0,0.0,0.0,18.49,5.91,0.41,0.0,0.0,1.0,0.82,0.08,0.0,0.0,0.4,0.078,87,29,6,1,2,99,34,7,0,0
10,2023-02-01,1.7,16.42,30.4,20.65,4.08,3.86,2,20.65,19.39,35,33.2,2,2.5,4.45,2.71,0.6,0.08,0.01,0.0,0.0,0.0,0.41,0.33,0.1,0.01,0.0,0.0,0.0,0.0,12.95,3.31,0.09,0.0,0.0,0.81,0.43,0.02,0.0,0.0,0.1,0.017,57,22,8,0,0,52,27,10,1,0
10,2023-02-06,3.73,33.14,179.9,21.15,4.12,5.42,27,21.15,18.35,1043,967.7,26,2.8,9.56,5.72,4.24,1.96,0.06,0.0,0.0,0.0,0.86,0.73,0.72,0.37,0.01,0.0,0.0,0.0,21.08,9.96,2.02,0.0,0.0,1.43,1.44,0.39,0.0,0.0,2.0,0.387,97,42,17,7,1,93,62,33,1,0
10,2023-02-08,2.58,24.94,79.1,21.26,4.59,4.72,13,21.26,19.19,339,316.5,13,3.3,6.28,3.85,1.75,0.5,0.11,0.0,0.0,0.0,0.57,0.48,0.3,0.1,0.03,0.0,0.0,0.0,18.61,5.6,0.61,0.0,0.0,1.15,0.78,0.12,0.0,0.0,0.6,0.125,112,60,14,5,0,107,61,24,4,0
10,2023-02-13,3.07,30.18,85.3,18.63,5.87,7.08,8,18.63,18.03,225,210.6,8,2.8,7.81,6.75,1.85,0.44,0.0,0.0,0.0,0.0,0.71,0.85,0.3,0.08,0.0,0.0,0.0,0.0,21.09,8.61,0.44,0.0,0.0,1.32,1.15,0.08,0.0,0.0,0.4,0.084,113,35,4,8,0,135,50,14,0,0
10,2023-02-15,3.61,38.5,88.7,22.56,3.8,5.05,7,22.56,19.99,219,206.4,7,2.6,11.69,6.39,1.62,0.3,0.13,0.0,0.0,0.0,1.03,0.8,0.27,0.06,0.03,0.0,0.0,0.0,30.01,8.01,0.43,0.0,0.0,1.9,1.07,0.09,0.0,0.0,0.4,0.091,124,46,11,6,1,133,58,19,0,0
10,2023-02-17,2.35,22.69,77.7,20.36,3.52,5.06,13,20.36,18.75,288,272.7,13,2.5,6.49,4.04,1.96,0.52,0.03,0.0,0.0,0.0,0.59,0.51,0.32,0.1,0.01,0.0,0.0,0.0,16.15,6.0,0.55,0.0,0.0,1.04,0.83,0.11,0.0,0.0,0.6,0.108,76,34,16,1,1,74,43,9,0,0
10,2023-02-20,1.32,12.66,33.5,21.71,4.09,4.16,8,21.71,18.45,158,150.0,8,2.7,4.43,1.75,0.69,0.21,0.03,0.0,0.0,0.0,0.4,0.22,0.12,0.04,0.01,0.0,0.0,0.0,9.92,2.44,0.24,0.0,0.0,0.68,0.33,0.04,0.0,0.0,0.2,0.045,43,12,3,2,0,34,18,4,2,0
10,2023-02-22,2.62,27.88,75.0,22.43,4.67,4.17,13,22.43,19.0,369,348.0,13,2.7,8.75,3.66,1.38,0.55,0.09,0.0,0.0,0.0,0.75,0.45,0.22,0.1,0.02,0.0,0.0,0.0,22.2,5.04,0.64,0.0,0.0,1.34,0.68,0.13,0.0,0.0,0.6,0.128,123,34,6,1,0,115,49,11,2,0
10,2023-02-24,2.68,26.63,65.4,22.13,4.58,4.62,10,22.13,18.55,255,239.8,10,2.5,7.9,4.01,1.31,0.4,0.04,0.0,0.0,0.0,0.68,0.49,0.21,0.08,0.01,0.0,0.0,0.0,20.74,5.32,0.44,0.0,0.0,1.21,0.7,0.09,0.0,0.0,0.4,0.089,126,43,8,3,0,122,51,18,2,0
10,2023-03-13,1.55,12.78,94.1,24.6,4.27,4.74,11,24.6,20.73,505,481.9,11,3.3,3.29,2.45,1.66,0.82,0.24,0.03,0.0,0.0,0.28,0.3,0.27,0.16,0.05,0.01,0.0,0.0,7.59,4.12,1.06,0.03,0.0,0.49,0.58,0.22,0.01,0.0,1.1,0.224,49,32,10,5,0,67,30,12,2,0
10,2023-03-16,1.92,18.14,46.4,19.04,4.55,4.04,6,19.04,18.16,135,127.7,6,3.4,4.4,2.93,1.25,0.23,0.0,0.0,0.0,0.0,0.41,0.37,0.21,0.04,0.0,0.0,0.0,0.0,13.6,4.19,0.23,0.0,0.0,0.84,0.59,0.04,0.0,0.0,0.2,0.04,87,40,9,2,0,95,41,10,4,0
10,2023-03-20,1.96,19.04,50.5,20.97,3.76,4.27,6,20.97,18.79,113,105.9,6,2.5,4.92,3.67,1.15,0.24,0.02,0.0,0.0,0.0,0.42,0.46,0.19,0.05,0.0,0.0,0.0,0.0,13.95,4.82,0.26,0.0,0.0,0.8,0.65,0.05,0.0,0.0,0.3,0.05,98,48,13,2,0,87,70,16,0,0
10,2023-03-27,2.67,26.08,141.0,23.42,4.46,4.22,18,23.42,20.14,798,739.9,18,3.1,6.92,4.61,1.71,1.01,0.56,0.03,0.0,0.0,0.61,0.58,0.27,0.21,0.13,0.01,0.0,0.0,18.04,6.32,1.57,0.03,0.0,1.06,0.85,0.34,0.01,0.0,1.6,0.346,123,48,12,2,0,110,45,23,5,0
10,2023-03-31,1.83,18.67,55.8,23.69,4.93,4.57,9,23.69,19.42,252,234.6,9,3.3,5.43,2.28,0.62,0.37,0.15,0.03,0.0,0.0,0.49,0.29,0.1,0.07,0.04,0.01,0.0,0.0,15.2,2.9,0.52,0.03,0.0,0.95,0.39,0.11,0.01,0.0,0.5,0.116,78,32,13,1,0,91,32,13,3,0
10,2023-04-03,2.18,24.17,60.7,19.51,3.85,4.86,12,19.51,18.39,210,206.9,11,2.6,6.48,3.27,1.42,0.45,0.0,0.0,0.0,0.0,0.52,0.4,0.22,0.08,0.0,0.0,0.0,0.0,19.03,4.68,0.45,0.0,0.0,0.95,0.62,0.08,0.0,0.0,0.5,0.085,132,57,11,3,0,107,59,16,0,0
10,2023-04-13,1.43,14.75,67.9,24.06,3.87,5.29,10,24.06,20.51,359,332.8,10,2.0,4.69,1.98,0.69,0.48,0.21,0.06,0.0,0.0,0.39,0.24,0.11,0.1,0.05,0.02,0.0,0.0,11.26,2.66,0.69,0.06,0.0,0.64,0.35,0.15,0.02,0.0,0.8,0.168,52,25,4,0,1,52,37,8,0,0
10,2024-02-06,3.35,32.9,187.9,25.0,5.43,5.54,18,25.0,21.98,806,761.2,18,3.8,10.15,4.7,1.65,0.69,0.95,0.21,0.0,0.0,0.9,0.56,0.27,0.14,0.23,0.05,0.0,0.0,24.63,6.35,1.64,0.21,0.0,1.51,0.83,0.37,0.05,0.0,1.8,0.422,132,51,12,4,2,120,63,25,7,1
10,2024-02-07,2.5,23.12,107.0,22.78,4.81,4.83,15,22.78,19.37,533,493.3,14,3.3,5.28,3.23,2.49,0.79,0.24,0.0,0.0,0.0,0.48,0.42,0.41,0.15,0.06,0.0,0.0,0.0,16.29,5.72,1.02,0.0,0.0,0.99,0.82,0.21,0.0,0.0,1.0,0.209,72,35,26,8,0,74,60,22,10,0
10,2024-02-08,1.76,17.44,30.9,16.81,4.52,5.18,0,0.0,0.0,0,0.0,0,0.0,5.05,3.15,0.68,0.01,0.0,0.0,0.0,0.0,0.46,0.39,0.11,0.0,0.0,0.0,0.0,0.0,13.59,3.83,0.01,0.0,0.0,0.87,0.51,0.0,0.0,0.0,0.0,0.001,79,19,9,9,1,78,43,17,2,0
10,2024-02-13,2.22,19.61,158.3,25.93,5.0,4.55,9,25.93,22.89,561,518.1,9,4.4,3.77,4.46,1.25,0.36,0.3,0.53,0.0,0.0,0.34,0.58,0.2,0.07,0.07,0.15,0.0,0.0,12.68,5.72,0.66,0.53,0.0,0.75,0.79,0.14,0.15,0.0,1.2,0.291,53,33,16,5,0,67,28,11,9,0
10,2024-02-14,0.39,2.78,33.8,22.99,4.28,4.56,6,21.93,19.87,224,209.2,5,3.4,0.31,0.09,0.21,0.4,0.18,0.0,0.0,0.0,0.03,0.01,0.04,0.08,0.04,0.0,0.0,0.0,1.85,0.31,0.59,0.0,0.0,0.09,0.05,0.13,0.0,0.0,0.6,0.127,8,3,1,2,0,2,1,4,1,0
10,2024-02-15,0.3,4.12,0.4,9.65,1.92,1.93,0,0.0,0.0,0,0.0,0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,9,0,0,0,0
10,2024-02-16,0.08,1.03,0.0,5.56,1.05,1.08,0,0.0,0.0,0,0.0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
10,2024-02-20,0.99,9.07,48.6,20.23,2.46,3.64,9,20.23,18.3,286,266.7,9,1.5,3.46,0.69,1.13,0.6,0.03,0.0,0.0,0.0,0.31,0.09,0.19,0.12,0.01,0.0,0.0,0.0,6.59,1.82,0.63,0.0,0.0,0.45,0.28,0.12,0.0,0.0,0.6,0.124,12,4,7,0,0,27,3,0,0,0
10,2024-02-21,0.11,0.65,0.1,8.23,1.72,1.57,0,0.0,0.0,0,0.0,0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,5,0,0,0,0
10,2024-02-22,0.13,1.28,1.3,10.63,1.69,1.13,0,0.0,0.0,0,0.0,0,0.0,0.57,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.16,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
10,2024-02-23,0.34,2.81,22.7,22.81,4.02,5.34,4,22.81,20.65,177,164.3,3,3.8,0.28,0.06,0.07,0.3,0.12,0.0,0.0,0.0,0.03,0.01,0.01,0.06,0.03,0.0,0.0,0.0,2.26,0.13,0.43,0.0,0.0,0.12,0.02,0.09,0.0,0.0,0.4,0.089,6,1,1,0,2,5,1,3,1,0
10,2024-02-26,0.35,2.83,3.2,14.76,2.37,2.05,0,0.0,0.0,0,0.0,0,0.0,0.53,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,2.45,0.36,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,17,1,0,0,0,16,2,0,0,0
10,2024-02-27,0.7,6.26,63.3,24.53,5.01,5.51,7,24.53,21.17,332,310.2,7,4.4,2.31,0.21,0.35,0.25,0.38,0.11,0.0,0.0,0.21,0.03,0.06,0.05,0.09,0.03,0.0,0.0,4.94,0.57,0.64,0.11,0.0,0.33,0.09,0.14,0.03,0.0,0.7,0.171,13,0,3,4,2,15,0,4,4,1
10,2024-03-21,0.19,1.67,0.7,10.32,1.73,1.79,0,0.0,0.0,0,0.0,0,0.0,0.56,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.03,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,8,0,0,0,0
10,2024-04-01,0.18,1.42,0.3,9.1,1.69,1.64,0,0.0,0.0,0,0.0,0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,4,0,0,0,0
10,2024-04-05,4.0,35.91,294.1,24.47,4.62,6.46,41,24.47,20.42,1770,1648.0,39,3.6,9.75,5.08,2.28,2.17,1.57,0.15,0.0,0.0,0.88,0.64,0.39,0.44,0.38,0.04,0.0,0.0,24.75,7.36,3.74,0.15,0.0,1.59,1.03,0.81,0.04,0.0,3.9,0.851,89,46,19,12,3,98,57,35,10,0
11,2024-02-06,2.78,27.19,128.8,21.99,3.88,4.6,21,21.99,19.39,839,779.5,21,3.1,7.36,3.81,1.62,1.62,0.23,0.0,0.0,0.0,0.68,0.48,0.27,0.33,0.05,0.0,0.0,0.0,19.88,5.42,1.85,0.0,0.0,1.26,0.74,0.38,0.0,0.0,1.8,0.381,75,34,21,4,0,95,47,19,0,0
11,2024-02-08,2.24,22.66,28.4,17.49,3.81,4.47,1,17.49,17.49,31,28.4,1,2.2,6.07,2.9,0.46,0.04,0.0,0.0,0.0,0.0,0.55,0.36,0.07,0.01,0.0,0.0,0.0,0.0,19.25,3.36,0.04,0.0,0.0,1.17,0.44,0.01,0.0,0.0,0.0,0.006,120,48,17,10,0,113,57,25,0,0
11,2024-02-13,2.6,24.48,91.8,22.15,4.52,5.18,8,22.15,20.93,444,406.3,8,3.8,6.79,4.55,0.43,0.61,0.43,0.0,0.0,0.0,0.62,0.57,0.07,0.13,0.1,0.0,0.0,0.0,18.42,4.97,1.05,0.0,0.0,1.18,0.64,0.23,0.0,0.0,1.0,0.229,82,40,18,3,1,99,36,15,3,0
