Subject,date,Session Distance (mi),Session Active Time (min),Session Load,Session Top Speed (ft/s),Session Peak Accel (m/s/s),Session Peak Decel (m/s/s),Sprints Count,Sprints Max TopSpeed (ft/s),Sprints Avg TopSpeed (ft/s),Sprints Distance (yrd),Sprints Volume,Explosiveness Count,Explosiveness Mean Accel (m/s/s),SpeedZones (Duration) 2m/s (min),SpeedZones (Duration) 3m/s (min),SpeedZones (Duration) 4m/s (min),SpeedZones (Duration) 5m/s (min),SpeedZones (Duration) 6m/s (min),SpeedZones (Duration) 7m/s (min),SpeedZones (Duration) 8m/s (min),SpeedZones (Duration) 9m/s (min),SpeedZones (Distance) 2m/s (mi),SpeedZones (Distance) 3m/s (mi),SpeedZones (Distance) 4m/s (mi),SpeedZones (Distance) 5m/s (mi),SpeedZones (Distance) 6m/s (mi),SpeedZones (Distance) 7m/s (mi),SpeedZones (Distance) 8m/s (mi),SpeedZones (Distance) 9m/s (mi),SpeedBands (Duration) Band1 (min),SpeedBands (Duration) Band2 (min),SpeedBands (Duration) Band3 (min),SpeedBands (Duration) Band4 (min),SpeedBands (Duration) Band5 (min),SpeedBands (Distance) Band1 (mi),SpeedBands (Distance) Band2 (mi),SpeedBands (Distance) Band3 (mi),SpeedBands (Distance) Band4 (mi),SpeedBands (Distance) Band5 (mi),SpeedBands Personal (Duration) Personal Band (Duration) (min),SpeedBands Personal (Distance) Personal Band (Distance) (mi),Accel/Decel Zones Decel -1m/s/s,Accel/Decel Zones Decel -2m/s/s,Accel/Decel Zones Decel -3m/s/s,Accel/Decel Zones Decel -4m/s/s,Accel/Decel Zones Decel -5m/s/s,Accel/Decel Zones Accel 1m/s/s,Accel/Decel Zones Accel 2m/s/s,Accel/Decel Zones Accel 3m/s/s,Accel/Decel Zones Accel 4m/s/s,Accel/Decel Zones Accel 5m/s/s
2,2023-03-27,2.29,21.5,75.3,19.59,4.88,5.31,12,19.59,18.68,465,432.6,11,3.3,5.5,3.33,1.25,0.92,0.0,0.0,0.0,0.0,0.5,0.42,0.21,0.18,0.0,0.0,0.0,0.0,16.03,4.58,0.92,0.0,0.0,0.99,0.63,0.18,0.0,0.0,0.9,0.179,83,33,9,0,2,81,43,19,4,0
2,2023-03-31,1.63,15.43,56.0,25.27,4.7,5.71,7,25.27,21.12,187,175.1,7,3.2,4.86,2.37,0.57,0.15,0.1,0.12,0.0,0.0,0.44,0.3,0.1,0.03,0.02,0.03,0.0,0.0,12.08,2.95,0.25,0.12,0.0,0.78,0.39,0.05,0.03,0.0,0.4,0.087,75,29,14,2,1,63,41,12,5,0
2,2023-04-03,2.27,22.55,76.6,21.79,4.04,4.42,7,21.79,18.39,274,256.5,7,3.2,7.0,3.17,1.82,0.45,0.12,0.0,0.0,0.0,0.55,0.37,0.29,0.08,0.03,0.0,0.0,0.0,16.96,4.99,0.58,0.0,0.0,0.93,0.65,0.11,0.0,0.0,0.6,0.112,116,32,9,2,0,102,49,12,2,0
2,2023-04-13,1.49,12.89,50.8,22.45,4.92,4.9,8,22.45,19.16,196,183.0,8,2.9,3.42,2.81,0.99,0.35,0.07,0.0,0.0,0.0,0.32,0.35,0.17,0.07,0.02,0.0,0.0,0.0,8.64,3.8,0.42,0.0,0.0,0.57,0.52,0.08,0.0,0.0,0.4,0.083,49,8,3,4,0,30,25,8,2,0
2,2024-02-16,3.26,38.25,56.7,20.57,4.19,4.46,5,20.57,18.83,124,115.7,5,2.2,10.34,4.09,0.91,0.31,0.02,0.0,0.0,0.0,0.93,0.52,0.15,0.06,0.0,0.0,0.0,0.0,32.88,5.01,0.32,0.0,0.0,1.99,0.66,0.07,0.0,0.0,0.3,0.067,210,68,18,6,0,223,90,24,2,0
2,2024-04-01,3.53,35.14,156.1,26.04,4.38,4.95,15,26.04,21.15,542,503.9,15,3.3,9.68,6.11,1.65,0.47,0.4,0.3,0.0,0.0,0.88,0.78,0.26,0.09,0.1,0.08,0.0,0.0,26.26,7.76,0.87,0.3,0.0,1.69,1.05,0.19,0.08,0.0,1.2,0.273,117,44,38,9,0,121,82,31,4,0
3,2024-02-06,3.19,30.98,162.4,22.93,8.87,4.13,20,22.93,20.41,838,779.1,20,3.5,9.98,4.72,1.55,0.72,1.02,0.0,0.0,0.0,0.92,0.6,0.26,0.14,0.24,0.0,0.0,0.0,22.98,6.26,1.74,0.0,0.0,1.53,0.86,0.39,0.0,0.0,1.7,0.388,126,35,16,3,0,105,64,19,5,0
3,2024-02-07,2.77,25.75,104.8,21.61,4.48,4.41,8,21.61,18.92,384,356.4,8,3.1,5.91,3.36,2.9,0.71,0.15,0.0,0.0,0.0,0.54,0.43,0.47,0.14,0.03,0.0,0.0,0.0,18.43,6.26,0.86,0.0,0.0,1.11,0.89,0.17,0.0,0.0,0.9,0.175,102,60,32,1,0,97,76,23,5,0
3,2024-02-08,1.29,11.62,18.6,15.79,3.64,4.55,0,0.0,0.0,0,0.0,0,0.0,4.28,1.88,0.35,0.0,0.0,0.0,0.0,0.0,0.4,0.24,0.05,0.0,0.0,0.0,0.0,0.0,9.35,2.23,0.0,0.0,0.0,0.63,0.29,0.0,0.0,0.0,0.0,0.0,69,17,7,7,0,48,28,19,0,0
3,2024-02-13,2.41,22.21,114.6,23.7,4.57,4.33,9,23.7,22.16,522,479.8,9,3.8,6.91,5.0,0.4,0.29,0.81,0.03,0.0,0.0,0.63,0.62,0.07,0.06,0.2,0.01,0.0,0.0,15.67,5.41,1.09,0.03,0.0,1.04,0.68,0.26,0.01,0.0,1.1,0.262,63,17,2,1,0,62,22,2,7,0
3,2024-02-14,1.77,12.46,217.2,22.76,4.36,4.94,34,22.76,19.86,1636,1521.9,27,3.6,4.94,0.59,1.36,2.18,1.38,0.0,0.0,0.0,0.45,0.08,0.24,0.44,0.32,0.0,0.0,0.0,6.89,1.95,3.56,0.0,0.0,0.54,0.32,0.76,0.0,0.0,3.6,0.761,15,11,16,7,0,16,4,24,6,0
3,2024-02-15,0.54,5.04,7.0,14.25,2.66,2.67,0,0.0,0.0,0,0.0,0,0.0,1.48,0.95,0.06,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.01,0.0,0.0,0.0,0.0,0.0,3.98,1.01,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.0,0.0,0.0,12,2,0,0,0,24,4,0,0,0
3,2024-02-16,0.04,0.24,0.1,9.31,2.0,1.79,0,0.0,0.0,0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,2,1,0,0,0
3,2024-02-20,1.92,15.18,103.7,23.09,4.8,4.03,13,23.09,18.99,570,528.6,13,1.7,3.17,4.92,1.48,0.77,0.31,0.01,0.0,0.0,0.29,0.64,0.24,0.15,0.08,0.0,0.0,0.0,7.61,6.4,1.08,0.01,0.0,0.49,0.88,0.23,0.0,0.0,1.1,0.228,32,14,4,1,0,37,11,0,2,0
3,2024-02-21,0.23,2.27,0.1,8.16,1.75,1.53,0,0.0,0.0,0,0.0,0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,6,0,0,0,0
3,2024-02-23,0.31,3.1,2.5,17.48,2.13,2.74,1,17.48,17.48,16,15.0,1,1.2,0.51,0.15,0.04,0.02,0.0,0.0,0.0,0.0,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,2.89,0.18,0.02,0.0,0.0,0.16,0.02,0.0,0.0,0.0,0.0,0.004,13,6,0,0,0,12,2,0,0,0
3,2024-02-26,0.36,3.65,0.7,14.31,2.23,1.78,0,0.0,0.0,0,0.0,0,0.0,0.23,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,3.56,0.04,0.0,0.0,0.0,0.17,0.01,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,6,4,0,0,0
3,2024-02-27,0.56,4.1,40.2,22.88,4.32,4.58,6,22.88,20.81,246,229.0,6,4.1,1.39,0.17,0.31,0.23,0.32,0.0,0.0,0.0,0.12,0.02,0.05,0.05,0.08,0.0,0.0,0.0,3.04,0.48,0.55,0.0,0.0,0.19,0.07,0.12,0.0,0.0,0.5,0.124,8,4,2,2,0,8,0,6,3,0
3,2024-02-28,0.1,1.4,0.5,9.95,1.16,1.34,0,0.0,0.0,0,0.0,0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
3,2024-03-12,2.17,20.72,56.7,20.65,4.46,4.43,6,20.65,18.4,158,146.3,5,3.3,5.69,4.25,1.39,0.21,0.02,0.0,0.0,0.0,0.51,0.53,0.22,0.04,0.0,0.0,0.0,0.0,14.79,5.64,0.23,0.0,0.0,0.95,0.76,0.04,0.0,0.0,0.2,0.045,106,26,10,4,0,68,51,25,1,0
3,2024-03-25,0.0,0.01,0.0,3.42,1.33,1.15,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
3,2024-04-01,0.29,1.99,0.2,8.7,2.1,2.79,0,0.0,0.0,0,0.0,0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,16,2,0,0,0,8,2,0,0,0
4,2023-01-23,1.87,16.24,46.0,16.15,3.4,3.06,0,0.0,0.0,0,0.0,0,0.0,6.03,3.32,1.57,0.0,0.0,0.0,0.0,0.0,0.55,0.44,0.25,0.0,0.0,0.0,0.0,0.0,11.32,4.89,0.0,0.0,0.0,0.81,0.69,0.0,0.0,0.0,0.0,0.0,46,7,1,0,0,55,19,1,0,0
4,2023-01-27,0.88,7.99,11.3,15.49,2.52,2.37,0,0.0,0.0,0,0.0,0,0.0,2.74,1.12,0.21,0.0,0.0,0.0,0.0,0.0,0.24,0.14,0.03,0.0,0.0,0.0,0.0,0.0,6.66,1.32,0.0,0.0,0.0,0.44,0.17,0.0,0.0,0.0,0.0,0.0,26,5,0,0,0,33,9,0,0,0
4,2023-01-30,1.98,19.35,33.3,17.36,2.87,3.48,1,17.36,17.36,15,14.2,1,2.3,6.46,4.97,0.15,0.02,0.0,0.0,0.0,0.0,0.62,0.61,0.02,0.0,0.0,0.0,0.0,0.0,14.13,5.13,0.02,0.0,0.0,0.98,0.63,0.0,0.0,0.0,0.0,0.001,60,29,3,0,0,81,18,0,0,0
4,2023-02-01,1.71,16.96,18.6,13.88,3.32,3.84,0,0.0,0.0,0,0.0,0,0.0,6.15,2.53,0.03,0.0,0.0,0.0,0.0,0.0,0.56,0.31,0.01,0.0,0.0,0.0,0.0,0.0,14.34,2.56,0.0,0.0,0.0,0.96,0.32,0.0,0.0,0.0,0.0,0.0,46,20,2,0,0,60,23,4,0,0
4,2023-02-06,2.69,24.76,78.8,17.83,3.41,4.03,2,17.83,17.61,96,88.0,2,2.6,7.0,6.41,2.24,0.17,0.0,0.0,0.0,0.0,0.64,0.82,0.36,0.03,0.0,0.0,0.0,0.0,15.96,8.65,0.17,0.0,0.0,1.08,1.18,0.03,0.0,0.0,0.2,0.032,60,24,9,1,0,57,38,1,0,0
4,2023-02-13,2.19,21.13,46.2,17.6,3.34,3.54,1,17.6,17.6,30,28.0,1,3.3,6.81,5.15,0.81,0.06,0.0,0.0,0.0,0.0,0.64,0.64,0.13,0.01,0.0,0.0,0.0,0.0,15.05,5.96,0.06,0.0,0.0,1.04,0.78,0.01,0.0,0.0,0.1,0.011,65,32,10,0,0,74,28,3,0,0
4,2023-02-17,1.91,19.09,29.7,17.6,3.1,4.0,0,0.0,0.0,0,0.0,0,0.0,6.89,3.06,0.52,0.01,0.0,0.0,0.0,0.0,0.61,0.39,0.08,0.0,0.0,0.0,0.0,0.0,15.49,3.58,0.01,0.0,0.0,1.04,0.47,0.0,0.0,0.0,0.0,0.002,63,21,2,0,0,54,15,1,0,0
4,2023-02-20,1.09,8.45,31.7,17.28,3.01,4.16,1,17.28,17.28,91,83.7,1,3.0,2.06,1.51,1.28,0.07,0.0,0.0,0.0,0.0,0.17,0.18,0.21,0.01,0.0,0.0,0.0,0.0,5.52,2.79,0.07,0.0,0.0,0.32,0.39,0.01,0.0,0.0,0.1,0.012,26,8,1,1,0,31,11,1,0,0
4,2023-02-22,2.1,20.37,40.4,17.15,2.98,3.64,1,17.15,17.15,27,25.1,1,2.6,7.6,4.22,0.76,0.02,0.0,0.0,0.0,0.0,0.71,0.52,0.12,0.0,0.0,0.0,0.0,0.0,15.34,4.98,0.02,0.0,0.0,1.08,0.64,0.0,0.0,0.0,0.0,0.005,77,12,7,0,0,69,34,0,0,0
4,2023-02-24,1.79,17.04,31.8,17.94,3.04,3.7,1,17.94,17.94,50,46.5,1,3.0,4.73,3.19,0.53,0.1,0.0,0.0,0.0,0.0,0.44,0.4,0.09,0.02,0.0,0.0,0.0,0.0,13.09,3.72,0.1,0.0,0.0,0.84,0.49,0.02,0.0,0.0,0.1,0.018,58,13,4,0,0,56,26,1,0,0
4,2023-03-13,1.18,10.88,30.7,18.96,3.59,3.5,1,18.96,18.96,40,35.8,1,0.6,2.4,2.02,1.01,0.08,0.0,0.0,0.0,0.0,0.2,0.25,0.17,0.02,0.0,0.0,0.0,0.0,7.74,3.03,0.08,0.0,0.0,0.45,0.42,0.02,0.0,0.0,0.1,0.016,47,19,4,0,0,54,17,6,0,0
4,2023-03-16,1.72,15.24,21.9,18.87,3.4,3.27,1,18.87,18.87,39,37.3,1,2.2,4.86,2.22,0.24,0.07,0.0,0.0,0.0,0.0,0.44,0.26,0.04,0.02,0.0,0.0,0.0,0.0,12.58,2.46,0.07,0.0,0.0,0.71,0.3,0.02,0.0,0.0,0.1,0.016,96,28,4,0,0,94,29,1,0,0
4,2023-03-20,1.43,14.66,18.1,16.0,3.41,3.31,0,0.0,0.0,0,0.0,0,0.0,4.98,2.5,0.07,0.0,0.0,0.0,0.0,0.0,0.46,0.3,0.01,0.0,0.0,0.0,0.0,0.0,12.05,2.58,0.0,0.0,0.0,0.8,0.32,0.0,0.0,0.0,0.0,0.0,83,24,1,0,0,86,26,3,0,0
4,2023-03-27,2.61,24.91,70.5,18.95,3.37,4.68,6,18.95,18.23,281,259.3,6,2.1,7.01,3.77,1.44,0.62,0.0,0.0,0.0,0.0,0.66,0.46,0.25,0.12,0.0,0.0,0.0,0.0,19.07,5.21,0.62,0.0,0.0,1.24,0.71,0.12,0.0,0.0,0.6,0.117,73,33,8,3,0,93,45,3,0,0
4,2023-04-03,0.01,0.01,0.0,4.01,1.46,0.69,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
4,2023-04-13,1.16,10.75,20.7,15.38,3.02,3.49,0,0.0,0.0,0,0.0,0,0.0,3.86,1.52,0.63,0.0,0.0,0.0,0.0,0.0,0.34,0.2,0.1,0.0,0.0,0.0,0.0,0.0,8.59,2.15,0.0,0.0,0.0,0.56,0.29,0.0,0.0,0.0,0.0,0.0,42,12,1,0,0,42,13,1,0,0
4,2023-09-11,1.84,22.64,24.4,18.69,3.06,3.3,4,18.69,18.0,54,52.0,4,2.4,5.57,1.82,0.43,0.1,0.0,0.0,0.0,0.0,0.49,0.23,0.07,0.02,0.0,0.0,0.0,0.0,20.35,2.25,0.1,0.0,0.0,1.2,0.29,0.02,0.0,0.0,0.1,0.019,134,43,3,0,0,149,41,2,0,0
4,2023-09-12,1.84,21.31,27.4,19.16,3.08,4.0,2,19.16,18.41,29,27.8,2,2.0,6.02,2.41,0.45,0.08,0.0,0.0,0.0,0.0,0.54,0.3,0.08,0.02,0.0,0.0,0.0,0.0,18.36,2.85,0.08,0.0,0.0,1.16,0.37,0.02,0.0,0.0,0.1,0.017,111,39,8,0,0,92,45,2,0,0
5,2023-01-18,1.93,23.27,39.7,18.59,3.36,4.21,4,18.59,17.9,67,67.2,4,2.7,7.0,3.25,0.79,0.13,0.0,0.0,0.0,0.0,0.56,0.4,0.13,0.02,0.0,0.0,0.0,0.0,19.0,4.04,0.13,0.0,0.0,0.98,0.53,0.02,0.0,0.0,0.1,0.023,129,31,6,1,0,125,38,6,0,0
5,2023-01-20,0.02,0.06,0.0,4.08,1.4,1.21,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0
5,2023-02-20,0.0,0.0,0.0,0.73,0.28,0.14,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
5,2023-03-13,2.09,19.86,108.7,22.38,3.95,3.84,14,22.38,19.19,721,667.3,14,2.6,4.97,3.67,1.99,1.14,0.16,0.0,0.0,0.0,0.46,0.46,0.34,0.22,0.04,0.0,0.0,0.0,12.9,5.66,1.3,0.0,0.0,0.81,0.79,0.26,0.0,0.0,1.3,0.264,83,26,5,0,0,81,28,6,0,0
5,2023-03-16,1.68,16.9,23.5,18.17,3.35,3.67,1,18.17,18.17,28,26.3,1,2.9,4.84,2.33,0.33,0.06,0.0,0.0,0.0,0.0,0.44,0.29,0.05,0.01,0.0,0.0,0.0,0.0,14.01,2.66,0.06,0.0,0.0,0.87,0.34,0.01,0.0,0.0,0.1,0.013,62,20,3,0,0,73,30,3,0,0
5,2023-03-20,1.37,15.19,14.7,16.8,3.18,3.18,0,0.0,0.0,0,0.0,0,0.0,4.51,1.19,0.28,0.01,0.0,0.0,0.0,0.0,0.31,0.14,0.04,0.0,0.0,0.0,0.0,0.0,13.68,1.47,0.01,0.0,0.0,0.59,0.18,0.0,0.0,0.0,0.0,0.003,87,24,1,0,0,102,18,1,0,0
5,2023-03-27,2.03,20.15,67.4,20.72,3.71,3.71,8,20.72,19.27,426,396.7,8,2.0,4.96,2.16,1.06,0.87,0.04,0.0,0.0,0.0,0.37,0.27,0.16,0.18,0.01,0.0,0.0,0.0,16.01,3.22,0.91,0.0,0.0,0.81,0.44,0.19,0.0,0.0,0.9,0.191,85,20,4,0,0,83,20,3,0,0
5,2023-03-31,1.93,20.75,36.6,21.53,4.27,4.73,4,21.53,19.46,127,117.0,4,3.2,5.84,2.29,0.63,0.18,0.04,0.0,0.0,0.0,0.53,0.28,0.1,0.04,0.01,0.0,0.0,0.0,17.54,2.92,0.23,0.0,0.0,1.09,0.38,0.05,0.0,0.0,0.2,0.049,111,37,8,2,0,112,38,5,1,0
5,2023-04-03,3.63,36.76,127.8,21.25,4.04,4.68,11,21.25,18.74,515,474.2,10,3.1,9.11,7.51,2.44,1.01,0.09,0.0,0.0,0.0,0.82,0.96,0.4,0.2,0.02,0.0,0.0,0.0,25.65,9.95,1.1,0.0,0.0,1.65,1.36,0.22,0.0,0.0,1.1,0.223,103,52,7,2,0,130,46,13,1,0
5,2023-04-13,1.69,17.25,57.5,20.74,3.99,4.51,7,20.74,18.89,315,289.9,7,1.5,5.35,1.67,0.99,0.65,0.06,0.0,0.0,0.0,0.49,0.2,0.17,0.13,0.01,0.0,0.0,0.0,13.85,2.67,0.71,0.0,0.0,0.91,0.37,0.14,0.0,0.0,0.7,0.144,67,17,2,1,0,63,19,10,0,0
5,2024-02-06,3.34,33.43,175.8,22.63,4.36,4.42,24,22.63,20.29,956,890.0,24,3.1,11.45,4.24,1.5,1.08,1.04,0.0,0.0,0.0,1.05,0.52,0.26,0.22,0.25,0.0,0.0,0.0,25.56,5.74,2.12,0.0,0.0,1.75,0.78,0.46,0.0,0.0,2.1,0.461,95,43,10,1,0,109,56,11,2,0
5,2024-02-07,3.0,28.72,121.0,21.35,4.23,4.6,13,21.35,18.63,500,462.7,13,2.6,6.23,3.52,3.74,0.83,0.12,0.0,0.0,0.0,0.55,0.45,0.61,0.16,0.03,0.0,0.0,0.0,20.45,7.26,0.95,0.0,0.0,1.22,1.07,0.19,0.0,0.0,1.0,0.191,116,60,13,3,0,100,68,25,1,0
5,2024-02-08,2.31,25.1,29.2,18.74,4.09,4.53,2,18.74,18.36,48,44.6,2,2.3,7.86,2.16,0.48,0.1,0.0,0.0,0.0,0.0,0.69,0.26,0.08,0.02,0.0,0.0,0.0,0.0,22.32,2.64,0.1,0.0,0.0,1.41,0.35,0.02,0.0,0.0,0.1,0.018,122,41,14,10,0,116,63,16,2,0
5,2024-02-13,1.11,9.04,79.4,22.61,4.06,2.39,6,22.61,21.84,413,378.3,6,3.8,2.15,2.34,0.44,0.34,0.6,0.0,0.0,0.0,0.21,0.29,0.07,0.07,0.14,0.0,0.0,0.0,5.33,2.77,0.94,0.0,0.0,0.36,0.36,0.21,0.0,0.0,0.9,0.213,26,5,0,0,0,28,2,4,2,0
5,2024-02-14,0.68,5.14,66.2,22.18,4.16,4.59,9,22.18,20.31,467,434.5,8,3.7,1.85,0.63,0.39,0.66,0.39,0.0,0.0,0.0,0.17,0.07,0.07,0.13,0.09,0.0,0.0,0.0,3.05,1.01,1.06,0.0,0.0,0.23,0.14,0.22,0.0,0.0,1.1,0.224,16,3,3,2,0,13,1,7,2,0
5,2024-02-20,2.62,23.01,125.4,21.57,4.19,3.8,18,21.57,18.74,743,687.7,18,1.5,5.67,3.85,2.66,1.44,0.08,0.0,0.0,0.0,0.52,0.5,0.45,0.28,0.02,0.0,0.0,0.0,14.86,6.51,1.52,0.0,0.0,0.94,0.94,0.3,0.0,0.0,1.5,0.302,71,23,5,0,0,84,17,5,2,0
5,2024-02-21,0.42,7.08,0.0,6.24,1.36,1.35,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
5,2024-02-22,0.01,0.0,0.0,2.82,1.08,0.79,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
5,2024-02-23,0.13,1.24,0.9,12.84,2.66,2.81,0,0.0,0.0,0,0.0,0,0.0,0.21,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.15,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,15,6,0,0,0,8,6,0,0,0
6,2022-10-29,0.03,0.0,0.0,0.76,0.18,0.21,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
6,2023-01-18,1.71,18.36,9.5,11.55,3.1,3.38,0,0.0,0.0,0,0.0,0,0.0,7.94,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.04,0.0,0.0,0.0,0.0,0.0,0.0,17.97,0.38,0.0,0.0,0.0,1.21,0.04,0.0,0.0,0.0,0.0,0.0,48,4,1,0,0,28,5,1,0,0
7,2024-02-06,3.3,33.73,161.8,22.95,4.55,5.44,19,22.95,20.72,821,758.7,19,3.5,9.31,4.83,1.63,0.94,0.89,0.0,0.0,0.0,0.87,0.61,0.27,0.19,0.21,0.0,0.0,0.0,25.5,6.46,1.83,0.0,0.0,1.63,0.89,0.4,0.0,0.0,1.8,0.399,106,43,14,0,1,107,50,10,8,0
7,2024-02-07,2.91,28.48,98.5,21.54,4.25,4.58,8,21.54,18.85,404,373.1,8,3.2,4.82,3.86,2.99,0.68,0.05,0.0,0.0,0.0,0.44,0.5,0.48,0.14,0.01,0.0,0.0,0.0,20.77,6.85,0.73,0.0,0.0,1.13,0.98,0.15,0.0,0.0,0.7,0.147,101,46,26,7,0,86,79,18,2,0
7,2024-02-08,2.76,30.48,51.0,19.9,4.42,4.73,4,19.9,19.18,71,67.3,4,2.7,8.07,3.86,1.18,0.15,0.01,0.0,0.0,0.0,0.75,0.48,0.19,0.03,0.0,0.0,0.0,0.0,25.37,5.05,0.16,0.0,0.0,1.56,0.67,0.03,0.0,0.0,0.2,0.03,153,63,18,7,0,129,88,23,3,0
7,2024-02-14,3.7,33.19,208.5,21.68,4.65,4.34,30,21.68,19.45,1422,1313.2,25,4.2,10.94,3.36,2.73,2.61,0.54,0.0,0.0,0.0,1.01,0.41,0.47,0.53,0.12,0.0,0.0,0.0,23.94,6.09,3.15,0.0,0.0,1.62,0.88,0.65,0.0,0.0,3.2,0.652,103,52,22,7,0,96,49,27,17,0
7,2024-02-15,2.0,21.11,31.1,18.37,4.51,4.05,0,0.0,0.0,0,0.0,0,0.0,5.94,3.36,0.56,0.01,0.0,0.0,0.0,0.0,0.54,0.42,0.09,0.0,0.0,0.0,0.0,0.0,17.16,3.92,0.01,0.0,0.0,1.06,0.51,0.0,0.0,0.0,0.0,0.002,106,33,24,1,0,90,56,20,4,0
7,2024-02-16,0.33,4.98,0.0,6.83,2.27,1.79,0,0.0,0.0,0,0.0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,11,1,0,0,0
7,2024-02-20,2.39,20.77,116.4,22.35,4.62,3.41,15,22.35,18.53,646,593.8,15,1.9,5.86,4.97,2.37,1.11,0.11,0.0,0.0,0.0,0.55,0.63,0.41,0.21,0.03,0.0,0.0,0.0,12.18,7.34,1.22,0.0,0.0,0.85,1.04,0.24,0.0,0.0,1.2,0.239,49,18,1,0,0,62,14,3,3,0
7,2024-02-21,0.28,2.27,0.0,8.05,2.14,1.71,0,0.0,0.0,0,0.0,0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,2,1,0,0,0
